SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: SN2017jl
RA: 14.3828796
DECL: 30.1852335
MWEBV: 0.0632
FILTERS: griz
REDSHIFT_HELIO: 0.016331 +- 0.000444
REDSHIFT_FINAL: 0.0153047712065 +- 0.000444
SEARCH_PEAKMJD: 57783.22590
HOSTGAL_LOGMASS: 9.155 +- 0.008
VPEC: 181.752
VPEC_ERR: 250.000
NOBS: 22
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57773.24721     g     MD     37084.211        563.073    16.077     0.016  3.95     0
OBS:  57777.23327     g     MD     76576.147       1111.741    15.290     0.016  6.29     0
OBS:  57783.22590     g     MD    106238.423       1520.961    14.934     0.016  6.40     0
OBS:  57789.22546     g     MD    101115.400       1451.577    14.988     0.016  4.53     0
OBS:  57800.23297     g     MD     55357.201        820.762    15.642     0.016  6.49     0
OBS:  57811.23506     g     MD     23540.400        574.223    16.570     0.026  9.87     0
OBS:  57773.24762     r     MD     38583.265        571.816    16.034     0.016  3.73     0
OBS:  57777.23367     r     MD     73167.658       1051.263    15.339     0.016  5.50     0
OBS:  57783.22631     r     MD    102456.392       1454.062    14.974     0.015  5.26     0
OBS:  57789.22587     r     MD    104771.851       1486.082    14.949     0.015  4.14     0
OBS:  57800.23339     r     MD     57260.754        832.695    15.605     0.016  5.41     0
OBS:  57811.23549     r     MD     48436.636        969.655    15.787     0.022  8.30     0
OBS:  57773.24798     i     MD     29479.183        448.347    16.326     0.017  3.39     0
OBS:  57777.23402     i     MD     56873.868        832.182    15.613     0.016  4.50     0
OBS:  57783.22666     i     MD     62858.224        913.673    15.504     0.016  4.86     0
OBS:  57789.22622     i     MD     55479.855        809.178    15.640     0.016  3.73     0
OBS:  57800.23373     i     MD     31379.160        487.505    16.258     0.017  5.36     0
OBS:  57811.23583     i     MD     38484.202        927.311    16.037     0.026  9.01     0
OBS:  57777.23437     z     MD     50680.031        779.280    15.738     0.017  4.90     0
OBS:  57783.22701     z     MD     62725.806        942.403    15.506     0.016  5.60     0
OBS:  57789.22658     z     MD     57094.815        855.271    15.609     0.016  3.67     0
OBS:  57800.23408     z     MD     41034.979        655.623    15.967     0.017  5.79     0
END:
