SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: PS16bby
RA: 215.0751587
DECL: -22.1890160
MWEBV: 0.0992
FILTERS: griz
REDSHIFT_HELIO: 0.053427 +- 8.3e-05
REDSHIFT_FINAL: 0.0542580140435 +- 8.3e-05
SEARCH_PEAKMJD: 57466.60144
HOSTGAL_LOGMASS: 10.908 +- 0.002
VPEC: 273.950
VPEC_ERR: 250.000
NOBS: 33
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57462.55199     g     MD      4829.075        144.395    18.290     0.032  5.42     0
OBS:  57466.60144     g     MD      5451.895        162.806    18.159     0.032  5.75     0
OBS:  57477.45676     g     MD      3178.708        120.808    18.744     0.041  4.52     0
OBS:  57483.51707     g     MD      1716.515        108.513    19.413     0.068  5.73     0
OBS:  57490.44722     g     MD       680.334        108.251    20.418     0.172  7.25     0
OBS:  57505.39846     g     MD       635.765        158.899    20.492     0.270  7.57     0
OBS:  57505.40070     g     MD       389.453        126.632    21.024     0.351  5.58     0
OBS:  57462.55241     r     MD      4681.439        124.311    18.324     0.029  5.04     0
OBS:  57466.60186     r     MD      5369.964        138.533    18.175     0.028  5.13     0
OBS:  57477.45718     r     MD      4151.374        113.855    18.455     0.030  3.85     0
OBS:  57483.51748     r     MD      3389.257        106.886    18.675     0.034  4.95     0
OBS:  57490.44763     r     MD      2422.787        127.118    19.039     0.057  7.64     0
OBS:  57505.39887     r     MD      1140.115        110.350    19.858     0.105  5.11     0
OBS:  57450.58999     r     MD       290.482         47.755    21.342     0.178  5.78     0
OBS:  57450.60099     r     MD       252.353         39.843    21.495     0.171  4.77     0
OBS:  57450.61239     r     MD       216.542         36.151    21.661     0.180  4.46     0
OBS:  57450.62364     r     MD       275.820         35.089    21.398     0.137  4.22     0
OBS:  57462.55276     i     MD      4203.055        136.138    18.441     0.035  4.93     0
OBS:  57466.60220     i     MD      3830.519        123.681    18.542     0.035  4.67     0
OBS:  57477.45753     i     MD      2339.559         90.592    19.077     0.042  3.78     0
OBS:  57483.51783     i     MD      2263.770        112.925    19.113     0.054  5.08     0
OBS:  57490.44798     i     MD      2115.671        126.896    19.186     0.065  6.59     0
OBS:  57505.39922     i     MD      1055.188        102.559    19.942     0.105  4.14     0
OBS:  57462.55312     z     MD      3308.439        172.104    18.701     0.056  4.49     0
OBS:  57466.60256     z     MD      3887.970        167.995    18.526     0.047  4.35     0
OBS:  57477.45789     z     MD      2459.484        149.150    19.023     0.066  3.68     0
OBS:  57483.51818     z     MD      2146.896        130.913    19.170     0.066  3.88     0
OBS:  57490.44833     z     MD      2279.434        200.138    19.105     0.095  6.21     0
OBS:  57505.39957     z     MD      1258.567        143.298    19.750     0.123  3.83     0
OBS:  57452.64085     z     MD       606.998         86.834    20.542     0.155  4.20     0
OBS:  57452.64930     z     MD       580.441         81.235    20.591     0.151  4.06     0
OBS:  57460.64510     z     MD      2707.520        141.518    18.919     0.056  4.78     0
OBS:  57460.64463     z     MD      3452.375        130.479    18.655     0.041  4.51     0
END:
