SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-16hz
RA: 348.9395052
DECL: -1.3396121
MWEBV: 0.0312 +- 0.0016
FILTERS: griz
REDSHIFT_HELIO: 0.0253080 +- 0.0001500
REDSHIFT_FINAL: 0.0240845 +- 0.0001500
SEARCH_PEAKMJD: 57607.52511
HOSTGAL_LOGMASS: 10.142 +- 0.002
VPEC: 212.952
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 30
NVAR: 9
VARLIST:      MJD   FLT       FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57607.52472     g     31556.723        489.538    16.252     0.017  1.87
OBS:  57611.54528     g     27551.173        453.962    16.400     0.018  2.40
OBS:  57616.52780     g     19302.288        343.031    16.786     0.019  1.77
OBS:  57626.45784     g      8443.862        182.916    17.684     0.023  2.26
OBS:  57639.46903     g      3630.782        124.163    18.600     0.037  2.03
OBS:  57657.38927     g      2278.837        113.226    19.106     0.054  2.42
OBS:  57607.52511     r     33662.509        505.926    16.182     0.016  1.93
OBS:  57611.54568     r     31226.674        482.601    16.264     0.017  2.09
OBS:  57616.52819     r     22647.746        362.906    16.612     0.017  1.86
OBS:  57626.45822     r     17019.006        281.864    16.923     0.018  2.03
OBS:  57639.46942     r      9729.118        186.705    17.530     0.021  1.96
OBS:  57657.38966     r      4651.492        123.565    18.331     0.029  2.02
OBS:  57607.52548     i     19749.276        320.969    16.761     0.018  1.54
OBS:  57611.54603     i     17176.829        297.852    16.913     0.019  1.89
OBS:  57616.52854     i     11662.968        220.049    17.333     0.020  1.46
OBS:  57626.45859     i     12262.874        229.060    17.279     0.020  1.99
OBS:  57639.46978     i      9817.058        191.732    17.520     0.021  1.75
OBS:  57657.39002     i      3762.271        131.755    18.561     0.038  2.24
OBS:  57678.37002     i      2044.239         82.870    19.224     0.044  1.89
OBS:  57678.38203     i      1824.420         78.993    19.347     0.047  1.83
OBS:  57678.39408     i      1936.261         78.275    19.283     0.044  1.61
OBS:  57678.40608     i      2034.886         87.991    19.229     0.047  1.66
OBS:  57607.52584     z     18356.842        333.147    16.841     0.020  1.37
OBS:  57611.54640     z     16228.585        327.894    16.974     0.022  1.89
OBS:  57616.52891     z     13449.193        268.007    17.178     0.022  1.55
OBS:  57626.45895     z     13479.331        284.294    17.176     0.023  2.08
OBS:  57639.47014     z     10593.072        235.855    17.437     0.024  1.72
OBS:  57657.39038     z      3045.037        164.394    18.791     0.058  1.83
OBS:  57598.62029     z     15038.611        339.308    17.057     0.024  5.26
OBS:  57603.62397     z     19402.496        319.835    16.780     0.018  1.83
END:
