SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: PS15cms
RA: 149.6462048
DECL: 0.7430340
MWEBV: 0.0224
FILTERS: griz
REDSHIFT_HELIO: 0.06479 +- 2.7e-05
REDSHIFT_FINAL: 0.0659529232781 +- 2.7e-05
SEARCH_PEAKMJD: 57323.63260
HOSTGAL_LOGMASS: 10.694 +- 0.001
VPEC: 119.535
VPEC_ERR: 250.000
NOBS: 45
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57323.63260     g     MD      6038.667        243.449    18.048     0.044  5.13     0
OBS:  57334.63892     g     MD      4727.170        174.324    18.313     0.040  7.20     0
OBS:  57342.62436     g     MD      2671.142        135.757    18.933     0.055  8.33     0
OBS:  57349.63647     g     MD      1503.627         92.040    19.557     0.066  4.60     0
OBS:  57362.59916     g     MD       725.697         79.976    20.348     0.119  4.39     0
OBS:  57379.64192     g     MD       362.903         99.028    21.101     0.295  6.04     0
OBS:  57323.63302     r     MD      5697.630        170.541    18.111     0.032  4.23     0
OBS:  57334.63934     r     MD      4998.934        161.725    18.253     0.035  6.48     0
OBS:  57342.62476     r     MD      3341.052        150.668    18.690     0.049  8.63     0
OBS:  57349.63687     r     MD      2920.448        102.148    18.836     0.038  4.11     0
OBS:  57362.59956     r     MD      1842.221         78.838    19.337     0.046  3.69     0
OBS:  57379.64232     r     MD       924.497         88.155    20.085     0.103  4.67     0
OBS:  57362.56281     r     MD      1876.813         53.406    19.316     0.031  4.06     0
OBS:  57362.57453     r     MD      1808.039         50.680    19.357     0.030  3.84     0
OBS:  57362.58617     r     MD      1725.864         47.719    19.407     0.030  3.36     0
OBS:  57362.59818     r     MD      1675.114         48.596    19.440     0.031  3.57     0
OBS:  57323.63337     i     MD      3918.529        146.679    18.517     0.040  3.83     0
OBS:  57334.63969     i     MD      3088.791        170.777    18.776     0.060  6.64     0
OBS:  57342.62512     i     MD      2112.326        152.507    19.188     0.078  7.39     0
OBS:  57349.63723     i     MD      2163.452         96.297    19.162     0.048  3.94     0
OBS:  57362.59992     i     MD      2036.991         87.219    19.228     0.046  3.45     0
OBS:  57379.64268     i     MD       790.635         84.488    20.255     0.115  4.32     0
OBS:  57298.62960     i     MD        96.846        125.534    22.535     1.400  6.97     0
OBS:  57308.61166     i     MD       389.818         92.987    21.023     0.258  5.72     0
OBS:  57312.62160     i     MD      1150.406         67.825    19.848     0.064  5.93     0
OBS:  57313.61664     i     MD      1527.509         66.109    19.540     0.047  6.08     0
OBS:  57316.60363     i     MD      2806.248         79.264    18.880     0.031  4.40     0
OBS:  57317.62520     i     MD      3247.674         86.442    18.721     0.029  5.02     0
OBS:  57320.60425     i     MD      3891.670         78.230    18.525     0.022  3.35     0
OBS:  57353.56128     i     MD      2039.448        154.651    19.226     0.082  6.46     0
OBS:  57353.57447     i     MD      2281.005        141.555    19.105     0.067  5.66     0
OBS:  57353.58760     i     MD      2238.805        100.021    19.125     0.048  4.78     0
OBS:  57353.60072     i     MD      2290.975        104.988    19.100     0.050  5.56     0
OBS:  57323.63372     z     MD      3471.560        198.042    18.649     0.062  4.17     0
OBS:  57334.64005     z     MD      1637.678        263.796    19.464     0.174  7.19     0
OBS:  57342.62548     z     MD      1491.012        193.361    19.566     0.140  6.19     0
OBS:  57349.63758     z     MD      1603.296        135.732    19.487     0.091  3.82     0
OBS:  57362.60028     z     MD      1737.968        127.861    19.400     0.079  3.22     0
OBS:  57379.64305     z     MD       677.560        119.806    20.423     0.191  3.95     0
OBS:  57297.63905     z     MD       474.389        237.241    20.810     0.540  8.30     0
OBS:  57310.63665     z     MD       535.544        102.286    20.678     0.206  3.86     0
OBS:  57316.63689     z     MD      2167.714        115.188    19.160     0.057  4.07     0
OBS:  57319.63969     z     MD      3274.644        112.174    18.712     0.037  2.96     0
OBS:  57394.66826     z     MD       257.866         92.089    21.472     0.386  4.69     0
OBS:  57394.66968     z     MD       718.355         82.871    20.359     0.125  4.03     0
END:
