SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: ATLAS17ajs
RA: 171.9772191
DECL: 27.3458398
MWEBV: 0.0154
FILTERS: griz
REDSHIFT_HELIO: 0.0326547 +- 6.88448e-06
REDSHIFT_FINAL: 0.033673346724 +- 6.88448e-06
SEARCH_PEAKMJD: 57782.44184
HOSTGAL_LOGMASS: 10.125 +- 0.012
VPEC: 81.364
VPEC_ERR: 250.000
NOBS: 36
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57782.44143     g     MD     12742.396        232.800    17.237     0.020  5.25     0
OBS:  57787.64963     g     MD     11584.244        228.276    17.340     0.021  6.32     0
OBS:  57800.46901     g     MD      5578.746        156.308    18.134     0.030  4.90     0
OBS:  57816.43703     g     MD      1817.206         85.204    19.351     0.051  4.15     0
OBS:  57828.45647     g     MD      1316.334        168.926    19.702     0.139  4.06     0
OBS:  57782.44184     r     MD     14351.044        244.173    17.108     0.018  4.99     0
OBS:  57787.65004     r     MD     13517.542        243.039    17.173     0.019  7.05     0
OBS:  57800.46939     r     MD      7586.847        159.192    17.800     0.023  4.72     0
OBS:  57816.43742     r     MD      5411.563        120.083    18.167     0.024  3.85     0
OBS:  57828.45686     r     MD      3353.872        137.594    18.686     0.044  4.28     0
OBS:  57782.44219     i     MD      9407.209        184.257    17.566     0.021  4.03     0
OBS:  57787.65039     i     MD      7695.406        170.132    17.784     0.024  5.63     0
OBS:  57800.46975     i     MD      3917.119        122.635    18.518     0.034  4.20     0
OBS:  57816.43779     i     MD      4884.391        121.938    18.278     0.027  3.64     0
OBS:  57828.45723     i     MD      2666.541        123.542    18.935     0.050  3.47     0
OBS:  57801.57143     i     MD      4229.728         83.570    18.434     0.021  4.48     0
OBS:  57801.57223     i     MD      4184.800         82.037    18.446     0.021  4.31     0
OBS:  57801.58381     i     MD      4258.593         81.708    18.427     0.021  4.08     0
OBS:  57801.58305     i     MD      4326.532         84.771    18.410     0.021  4.52     0
OBS:  57801.59469     i     MD      4329.882         84.302    18.409     0.021  4.34     0
OBS:  57801.59547     i     MD      4206.791         82.234    18.440     0.021  3.97     0
OBS:  57801.60632     i     MD      4354.418         88.243    18.403     0.022  4.69     0
OBS:  57801.60708     i     MD      4294.373         85.405    18.418     0.022  4.38     0
OBS:  57818.39562     i     MD      4715.967         87.648    18.316     0.020  4.55     0
OBS:  57818.40708     i     MD      4768.570         87.366    18.304     0.020  4.56     0
OBS:  57818.41855     i     MD      4700.830         86.294    18.320     0.020  4.29     0
OBS:  57818.42953     i     MD      4639.224         87.231    18.334     0.020  4.77     0
OBS:  57854.43431     i     MD       760.636        109.092    20.297     0.155  5.54     0
OBS:  57854.44568     i     MD       788.349        112.731    20.258     0.154  5.44     0
OBS:  57854.45710     i     MD      1062.896        113.913    19.934     0.116  5.25     0
OBS:  57854.46849     i     MD       751.306        338.545    20.310     0.487  5.61     0
OBS:  57782.44255     z     MD      9263.797        219.573    17.583     0.026  4.04     0
OBS:  57787.65075     z     MD      7875.807        212.559    17.759     0.029  5.74     0
OBS:  57800.47013     z     MD      5406.626        158.328    18.168     0.032  3.86     0
OBS:  57816.43816     z     MD      5401.387        147.834    18.169     0.030  3.55     0
OBS:  57828.45760     z     MD      2342.112        167.024    19.076     0.077  3.38     0
END:
