SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-15jt
RA: 197.0378119
DECL: 27.8263980
MWEBV: 0.0097 +- 0.0005
FILTERS: griz
REDSHIFT_HELIO: 0.0230634 +- 0.0000102
REDSHIFT_FINAL: 0.0239424 +- 0.0000102
SEARCH_PEAKMJD: 57176.38253
HOSTGAL_LOGMASS: 10.162 +- 0.001
VPEC: -633.119
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 42
NVAR: 9
VARLIST:      MJD   FLT       FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57165.25709     g     15249.843        291.701    17.042     0.021  1.78
OBS:  57167.26389     g     16442.401        293.483    16.960     0.019  1.94
OBS:  57176.38063     g     13163.165        303.515    17.202     0.025  1.97
OBS:  57176.38210     g     13701.754        299.095    17.158     0.024  1.75
OBS:  57180.32630     g      9253.142        211.543    17.584     0.025  1.79
OBS:  57189.28872     g      3409.551        150.485    18.668     0.048  2.16
OBS:  57195.26838     g      2469.998        120.932    19.018     0.053  1.72
OBS:  57200.27118     g      1116.975        125.513    19.880     0.121  2.01
OBS:  57202.27810     g      1683.659        201.116    19.434     0.129  2.45
OBS:  57165.25750     r     16324.479        291.828    16.968     0.019  1.69
OBS:  57167.26430     r     19332.900        334.529    16.784     0.019  1.68
OBS:  57176.38104     r     17913.424        321.333    16.867     0.019  1.55
OBS:  57176.38253     r     19804.924        350.123    16.758     0.019  1.65
OBS:  57180.32669     r     15366.463        275.481    17.034     0.019  1.51
OBS:  57189.28911     r     10876.815        223.963    17.409     0.022  1.92
OBS:  57195.26876     r      6159.812        164.135    18.026     0.029  1.77
OBS:  57200.27157     r      4261.751        149.728    18.426     0.038  1.79
OBS:  57202.27850     r      3687.056        167.645    18.583     0.049  1.90
OBS:  57165.25788     i     13093.040        262.619    17.207     0.022  1.65
OBS:  57167.26468     i     15647.656        280.028    17.014     0.019  1.69
OBS:  57176.38141     i     11496.300        244.517    17.349     0.023  1.38
OBS:  57176.38291     i     11509.043        251.021    17.347     0.024  1.45
OBS:  57180.32707     i      9488.874        213.429    17.557     0.024  1.50
OBS:  57189.28950     i     10162.412        219.362    17.483     0.023  1.65
OBS:  57195.26914     i      5896.529        168.887    18.074     0.031  1.65
OBS:  57200.27193     i      3796.100        149.063    18.552     0.042  1.62
OBS:  57202.27886     i      3411.241        162.903    18.668     0.052  1.59
OBS:  57203.27667     i      3149.403         95.707    18.754     0.033  1.53
OBS:  57203.27603     i      4044.681        110.733    18.483     0.030  1.46
OBS:  57203.28882     i      3675.453        112.660    18.587     0.033  1.57
OBS:  57203.28946     i      3357.353        100.942    18.685     0.033  1.55
OBS:  57203.30221     i      3000.785        100.120    18.807     0.036  1.63
OBS:  57203.30157     i      3848.896        114.868    18.537     0.032  1.56
OBS:  57203.31460     i      3593.351        116.074    18.611     0.035  1.82
OBS:  57203.31524     i      3514.874        108.758    18.635     0.033  1.75
OBS:  57167.26507     z     10836.901        289.020    17.413     0.029  1.62
OBS:  57176.38328     z     10646.336        279.562    17.432     0.028  1.25
OBS:  57180.32745     z     10965.036        273.147    17.400     0.027  1.46
OBS:  57189.28987     z      9146.386        260.492    17.597     0.031  1.63
OBS:  57195.26950     z      5360.918        201.328    18.177     0.041  1.54
OBS:  57200.27229     z      2887.040        188.979    18.849     0.071  1.57
OBS:  57202.27922     z      3069.105        208.460    18.782     0.073  1.62
END:
