SURVEY: FOUNDATION
SNTYPE: 1
SNID: PS15bjg
RA: 343.7934296
DECL: -0.4102417
MWEBV: 0.0793 +- 0.0040
FILTERS: griz
REDSHIFT_HELIO: 0.0688880 +- 0.0000120
REDSHIFT_FINAL: 0.0676649 +- 0.0000120
SEARCH_PEAKMJD: 57240.49012
HOSTGAL_LOGMASS: 11.608 +- 0.001
VPEC: -2.144
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 32
NVAR: 9
VARLIST:      MJD   FLT       FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57226.60141     g       872.295         79.415    20.148     0.098  2.03
OBS:  57229.49437     g      1721.858         83.842    19.410     0.053  1.66
OBS:  57234.47583     g      3252.508        221.756    18.719     0.074  1.57
OBS:  57240.49012     g      4209.384        182.814    18.439     0.047  3.03
OBS:  57248.53560     g      2718.619        126.094    18.914     0.050  4.11
OBS:  57271.48521     g       458.183         74.646    20.847     0.176  1.87
OBS:  57226.60181     r       596.327         83.270    20.561     0.151  2.03
OBS:  57229.49485     r      1783.268         80.058    19.372     0.049  1.60
OBS:  57234.47623     r      3066.226        147.700    18.783     0.052  1.44
OBS:  57240.49059     r      3883.095        157.044    18.527     0.044  2.71
OBS:  57248.53600     r      2612.643         88.961    18.957     0.037  1.94
OBS:  57271.48561     r       994.016         72.063    20.007     0.078  1.58
OBS:  57226.60207     i       615.764         76.589    20.526     0.134  1.61
OBS:  57229.49528     i      1674.914         88.361    19.440     0.057  1.54
OBS:  57234.47659     i      2124.984        135.688    19.182     0.069  1.49
OBS:  57240.49095     i      2761.151        157.783    18.897     0.062  2.73
OBS:  57248.53636     i      1631.889         81.886    19.468     0.054  1.63
OBS:  57271.48596     i       873.778         77.445    20.146     0.096  1.46
OBS:  57229.46567     i      1507.642         46.839    19.554     0.034  1.47
OBS:  57229.45388     i      1624.646         49.449    19.473     0.033  1.54
OBS:  57229.47746     i      1569.010         47.374    19.511     0.033  1.49
OBS:  57229.48928     i      1525.428         47.793    19.542     0.034  1.53
OBS:  57242.55776     i      2745.340         78.665    18.904     0.031  2.73
OBS:  57242.52188     i      2764.778         72.707    18.896     0.028  2.31
OBS:  57242.54581     i      2692.147         78.389    18.925     0.031  2.76
OBS:  57242.53383     i      2442.650         74.987    19.030     0.033  2.83
OBS:  57234.47680     z      2742.876        175.486    18.904     0.069  1.44
OBS:  57240.49123     z      1892.897        227.736    19.307     0.130  2.70
OBS:  57248.53672     z      1302.728        117.269    19.713     0.097  1.54
OBS:  57271.53568     z       731.444        146.567    20.340     0.216  1.51
OBS:  57205.59833     z        -8.008         63.235       nan     8.528  1.08
OBS:  57205.60642     z         1.418         64.133    27.121    48.846  1.09
END:
