SURVEY: FOUNDATION
SNTYPE: 1
SNID: SN2016esh
RA: 241.0597782
DECL: 16.6902419
MWEBV: 0.0306 +- 0.0015
FILTERS: griz
REDSHIFT_HELIO: 0.0445729 +- 0.0000256
REDSHIFT_FINAL: 0.0448725 +- 0.0000256
SEARCH_PEAKMJD: 57609.28947
HOSTGAL_LOGMASS: 9.776 +- 0.007
VPEC: 284.039
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 24
NVAR: 9
VARLIST:      MJD   FLT       FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57609.28947     g     12457.758        238.689    17.261     0.021  1.86
OBS:  57622.29797     g      9933.254        204.820    17.507     0.022  2.01
OBS:  57630.28530     g      4515.492        131.427    18.363     0.031  2.08
OBS:  57642.24107     g       847.698        311.368    20.179     0.397  4.00
OBS:  57653.23765     g      1107.296        141.342    19.889     0.138  3.84
OBS:  57661.22890     g       973.850        106.378    20.029     0.118  2.31
OBS:  57609.28987     r     11490.268        209.491    17.349     0.020  1.74
OBS:  57622.29837     r      9221.714        178.903    17.588     0.021  1.58
OBS:  57630.28570     r      6644.925        151.972    17.944     0.025  1.85
OBS:  57642.24148     r      3475.311        310.121    18.648     0.096  3.96
OBS:  57653.23806     r      2163.077        141.162    19.162     0.070  3.41
OBS:  57661.22932     r      1745.126        107.062    19.395     0.066  2.16
OBS:  57609.29022     i      7211.591        167.298    17.855     0.025  1.82
OBS:  57622.29872     i      4691.666        131.134    18.322     0.030  1.72
OBS:  57630.28606     i      3793.641        133.458    18.552     0.038  1.79
OBS:  57642.24183     i      3543.316        303.589    18.626     0.093  3.26
OBS:  57653.23841     i      1931.786        172.359    19.285     0.096  3.64
OBS:  57661.22967     i      1668.709        118.998    19.444     0.077  1.94
OBS:  57609.29059     z      6410.095        201.292    17.983     0.034  1.69
OBS:  57622.29908     z      4151.398        226.508    18.455     0.059  1.46
OBS:  57630.28641     z      4621.185        188.807    18.338     0.044  1.68
OBS:  57642.24218     z      4601.332        406.260    18.343     0.095  3.16
OBS:  57653.23876     z      2230.307        253.465    19.129     0.123  3.30
OBS:  57661.23002     z      1478.384        193.223    19.576     0.141  1.99
END:
