SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: PS16fa
RA: 154.8192823
DECL: 4.7617065
MWEBV: 0.0218
FILTERS: griz
REDSHIFT_HELIO: 0.0461101 +- 1.00839e-05
REDSHIFT_FINAL: 0.0472885923712 +- 1.00839e-05
SEARCH_PEAKMJD: 57400.53093
HOSTGAL_LOGMASS: 10.834 +- 0.013
VPEC: -69.362
VPEC_ERR: 250.000
NOBS: 39
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57396.53062     g     MD      8034.296        188.141    17.738     0.025  5.39     0
OBS:  57400.53093     g     MD      8941.134        185.132    17.622     0.022  5.27     0
OBS:  57405.49573     g     MD      7901.227        171.883    17.756     0.024  4.83     0
OBS:  57405.49919     g     MD      7630.168        164.901    17.794     0.023  3.65     0
OBS:  57410.54780     g     MD      4938.383        269.781    18.266     0.059  6.43     0
OBS:  57417.48004     g     MD      2832.016        125.875    18.870     0.048  4.82     0
OBS:  57427.43040     g     MD       994.228         92.882    20.006     0.101  4.79     0
OBS:  57437.44881     g     MD       639.116        201.452    20.486     0.340  5.88     0
OBS:  57396.53101     r     MD      7603.126        158.351    17.798     0.023  4.53     0
OBS:  57400.53132     r     MD      8058.067        166.521    17.734     0.022  5.63     0
OBS:  57405.49612     r     MD      8029.157        155.091    17.738     0.021  3.49     0
OBS:  57410.54819     r     MD      5866.125        210.877    18.079     0.039  5.73     0
OBS:  57417.48043     r     MD      4636.471        123.058    18.335     0.029  4.58     0
OBS:  57427.43079     r     MD      3218.036         98.980    18.731     0.033  4.06     0
OBS:  57437.44920     r     MD      1945.352        146.096    19.278     0.081  5.34     0
OBS:  57420.46977     r     MD      4333.641         87.788    18.408     0.022  7.59     0
OBS:  57420.48090     r     MD      4370.924         81.572    18.399     0.020  5.79     0
OBS:  57420.49242     r     MD      4285.125         85.161    18.420     0.022  7.03     0
OBS:  57420.50348     r     MD      4402.155         84.861    18.391     0.021  5.75     0
OBS:  57433.39693     r     MD      2282.466         65.933    19.104     0.031  5.51     0
OBS:  57433.41007     r     MD      2336.575         63.579    19.079     0.029  5.20     0
OBS:  57433.42324     r     MD      2371.359         62.653    19.063     0.029  4.91     0
OBS:  57396.53137     i     MD      5721.435        144.127    18.106     0.027  4.81     0
OBS:  57400.53168     i     MD      5224.667        131.497    18.205     0.027  5.22     0
OBS:  57405.49648     i     MD      4740.963        116.981    18.310     0.027  3.25     0
OBS:  57410.54855     i     MD      3242.893        169.248    18.723     0.056  5.08     0
OBS:  57417.48079     i     MD      2896.745        100.651    18.845     0.038  4.01     0
OBS:  57427.43115     i     MD      3108.368        106.946    18.769     0.037  4.12     0
OBS:  57437.44957     i     MD      1937.170        143.005    19.282     0.080  5.28     0
OBS:  57379.53939     i     MD       -14.092         61.395       nan     4.705  5.30     0
OBS:  57379.55158     i     MD       236.354         73.696    21.566     0.337  6.10     0
OBS:  57379.56367     i     MD       -41.058         58.992       nan     1.552  5.30     0
OBS:  57379.57567     i     MD       -78.105         59.208       nan     0.819  5.17     0
OBS:  57400.53205     z     MD      4480.561        196.580    18.372     0.047  5.25     0
OBS:  57405.49685     z     MD      3947.155        144.228    18.509     0.039  3.33     0
OBS:  57410.54891     z     MD      3568.937        207.872    18.619     0.063  4.91     0
OBS:  57417.48115     z     MD      2691.862        153.145    18.925     0.061  3.80     0
OBS:  57427.43152     z     MD      2897.993        159.924    18.845     0.060  4.34     0
OBS:  57437.44995     z     MD      1638.073        225.268    19.464     0.149  5.77     0
END:
