SURVEY: FOUNDATION
SNTYPE: 1
SNID: AT2017lm
RA: 45.3848986
DECL: -15.0159632
MWEBV: 0.0588 +- 0.0029
FILTERS: griz
REDSHIFT_HELIO: 0.0306360 +- 0.0000640
REDSHIFT_FINAL: 0.0300357 +- 0.0000640
SEARCH_PEAKMJD: 57776.23572
HOSTGAL_LOGMASS: 10.110 +- 0.013
VPEC: 150.275
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 16
NVAR: 9
VARLIST:      MJD   FLT       FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57776.23572     g     24444.159        392.359    16.530     0.017  2.10
OBS:  57782.23192     g     23271.218        373.727    16.583     0.017  2.29
OBS:  57797.26897     g     10149.001        214.519    17.484     0.023  1.81
OBS:  57823.23944     g      1654.344        393.559    19.453     0.257  3.84
OBS:  57776.23612     r     22299.881        350.570    16.629     0.017  1.74
OBS:  57782.23233     r     23673.030        366.464    16.564     0.017  1.96
OBS:  57797.26938     r     13421.322        243.160    17.181     0.020  1.80
OBS:  57823.23987     r      5001.212        251.187    18.252     0.054  2.91
OBS:  57776.23647     i     14424.018        249.874    17.102     0.019  1.70
OBS:  57782.23268     i     12928.992        233.239    17.221     0.020  1.98
OBS:  57797.26973     i      7420.085        180.475    17.824     0.026  1.76
OBS:  57823.24021     i      3995.411        263.852    18.496     0.071  3.36
OBS:  57776.23683     z     13720.178        277.995    17.157     0.022  1.72
OBS:  57782.23303     z     13591.047        271.788    17.167     0.022  1.79
OBS:  57797.27007     z      9179.008        243.498    17.593     0.029  1.70
OBS:  57823.24055     z      3968.935        316.618    18.503     0.086  2.75
END:
