SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: ASASSN-16ch
RA: 197.9917598
DECL: 14.5664078
MWEBV: 0.0215
FILTERS: griz
REDSHIFT_HELIO: 0.0266826 +- 7.63262e-06
REDSHIFT_FINAL: 0.0276738663716 +- 7.63262e-06
SEARCH_PEAKMJD: 57454.48560
HOSTGAL_LOGMASS: 10.331 +- 0.001
VPEC: 425.685
VPEC_ERR: 250.000
NOBS: 37
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57450.49479     g     MD     11177.827        225.325    17.379     0.022  5.14     0
OBS:  57454.48521     g     MD     12205.829        240.753    17.284     0.021  6.30     0
OBS:  57460.63868     g     MD     10757.082        228.688    17.421     0.023  5.04     0
OBS:  57465.45357     g     MD      8059.869        188.927    17.734     0.025  3.40     0
OBS:  57476.40034     g     MD      3212.710        132.653    18.733     0.045  5.84     0
OBS:  57487.37915     g     MD      1469.941        104.585    19.582     0.077  5.47     0
OBS:  57495.35166     g     MD      1075.340        162.998    19.921     0.164  6.41     0
OBS:  57450.49518     r     MD     13972.545        248.049    17.137     0.019  4.35     0
OBS:  57454.48560     r     MD     15768.696        274.004    17.006     0.019  6.11     0
OBS:  57460.63910     r     MD     14888.335        264.843    17.068     0.019  4.72     0
OBS:  57465.45396     r     MD     11208.371        208.299    17.376     0.020  3.34     0
OBS:  57476.40073     r     MD      7865.253        175.539    17.761     0.024  5.03     0
OBS:  57487.37953     r     MD      4939.731        133.185    18.266     0.029  4.78     0
OBS:  57495.35206     r     MD      3128.025        150.862    18.762     0.052  5.49     0
OBS:  57437.50784     r     MD       245.928         72.355    21.523     0.318  5.67     0
OBS:  57437.53260     r     MD       490.147         89.010    20.774     0.196  7.87     0
OBS:  57437.52010     r     MD       157.617         64.651    22.006     0.443  5.20     0
OBS:  57437.54512     r     MD       139.415         81.404    22.139     0.631  7.05     0
OBS:  57490.36484     r     MD      3988.866         87.471    18.498     0.024  5.61     0
OBS:  57490.37720     r     MD      4014.029         84.900    18.491     0.023  5.26     0
OBS:  57490.38957     r     MD      3974.428         85.845    18.502     0.023  5.41     0
OBS:  57490.40203     r     MD      3930.135         82.121    18.514     0.023  5.19     0
OBS:  57450.49555     i     MD     10936.446        214.478    17.403     0.021  3.82     0
OBS:  57454.48597     i     MD     10695.756        214.965    17.427     0.022  4.55     0
OBS:  57460.63944     i     MD      9572.216        221.294    17.547     0.025  5.53     0
OBS:  57465.45432     i     MD      6197.609        153.421    18.019     0.027  3.84     0
OBS:  57476.40110     i     MD      6331.339        167.406    17.996     0.029  4.97     0
OBS:  57487.37990     i     MD      5287.881        151.588    18.192     0.031  4.72     0
OBS:  57495.35242     i     MD      2996.790        158.344    18.808     0.057  5.26     0
OBS:  57454.48634     z     MD     11519.088        256.616    17.346     0.024  4.39     0
OBS:  57460.63979     z     MD     10493.079        273.425    17.448     0.028  3.78     0
OBS:  57465.45470     z     MD      8127.040        207.914    17.725     0.028  3.04     0
OBS:  57476.40146     z     MD      7166.838        227.462    17.862     0.034  4.95     0
OBS:  57487.38025     z     MD      5984.766        204.980    18.057     0.037  4.31     0
OBS:  57495.35278     z     MD      3384.748        228.859    18.676     0.073  5.41     0
OBS:  57433.66673     z     MD       513.647        175.940    20.723     0.370  7.17     0
OBS:  57434.65934     z     MD      -245.472        218.229       nan     0.960  9.19     0
END:
