SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: ASASSN-15nr
RA: 261.6743143
DECL: 13.9097793
MWEBV: 0.1116
FILTERS: griz
REDSHIFT_HELIO: 0.023206 +- 0.000183
REDSHIFT_FINAL: 0.0230937464341 +- 0.000183
SEARCH_PEAKMJD: 57255.29874
HOSTGAL_LOGMASS: 10.440 +- 0.013
VPEC: 97.770
VPEC_ERR: 250.000
NOBS: 26
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57242.33103     g     MD     26943.385        427.387    16.424     0.017  6.98     0
OBS:  57245.31981     g     MD     31983.026        485.793    16.238     0.016  3.32     0
OBS:  57255.29835     g     MD     31290.999        494.918    16.261     0.017  5.20     0
OBS:  57262.36150     g     MD     24446.509        494.712    16.529     0.022  5.56     0
OBS:  57268.24669     g     MD     15652.346        290.879    17.014     0.020  5.60     0
OBS:  57277.23917     g     MD      7603.820        149.753    17.797     0.021  4.10     0
OBS:  57242.33142     r     MD     26555.719        419.057    16.440     0.017  6.60     0
OBS:  57245.32015     r     MD     32435.408        488.466    16.222     0.016  3.34     0
OBS:  57255.29874     r     MD     36285.569        548.185    16.101     0.016  4.52     0
OBS:  57262.36191     r     MD     25467.710        442.716    16.485     0.019  4.49     0
OBS:  57268.24708     r     MD     20264.778        338.557    16.733     0.018  4.89     0
OBS:  57277.23956     r     MD     17671.079        281.409    16.882     0.017  3.41     0
OBS:  57242.33179     i     MD     21350.282        357.010    16.676     0.018  6.08     0
OBS:  57245.32057     i     MD     23481.847        381.013    16.573     0.018  3.18     0
OBS:  57255.29911     i     MD     19381.596        336.561    16.782     0.019  4.12     0
OBS:  57262.36227     i     MD     13668.166        303.420    17.161     0.024  5.05     0
OBS:  57268.24746     i     MD     12624.478        238.542    17.247     0.020  4.69     0
OBS:  57277.23993     i     MD     13719.116        242.547    17.157     0.019  3.14     0
OBS:  57242.33216     z     MD     19365.597        351.187    16.782     0.020  5.45     0
OBS:  57245.32094     z     MD     22317.320        371.428    16.628     0.018  2.73     0
OBS:  57255.29947     z     MD     21694.733        402.218    16.659     0.020  4.11     0
OBS:  57262.36262     z     MD     16287.001        389.422    16.970     0.026  4.59     0
OBS:  57268.24783     z     MD     16342.597        325.558    16.967     0.022  4.46     0
OBS:  57277.24030     z     MD     15890.356        311.558    16.997     0.021  2.86     0
OBS:  57298.21651     z     MD      6724.706        157.499    17.931     0.025  3.62     0
OBS:  57310.20786     z     MD      3937.762        152.433    18.512     0.042  3.89     0
END:
