SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: ASASSN-16hr
RA: 336.3823699
DECL: 38.9843584
MWEBV: 0.1053
FILTERS: griz
REDSHIFT_HELIO: 0.030858 +- 8.066e-06
REDSHIFT_FINAL: 0.0298288495526 +- 8.066e-06
SEARCH_PEAKMJD: 57599.48971
HOSTGAL_LOGMASS: 10.045 +- 0.003
VPEC: 331.712
VPEC_ERR: 250.000
NOBS: 23
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57599.48932     g     MD     18168.180        328.540    16.852     0.020  7.90     0
OBS:  57603.44886     g     MD     16375.515        280.745    16.965     0.019  3.59     0
OBS:  57607.61531     g     MD     12967.433        240.810    17.218     0.020  3.71     0
OBS:  57613.37944     g     MD      8616.175        188.335    17.662     0.024  3.97     0
OBS:  57630.54565     g     MD      2590.647        153.920    18.966     0.064  6.83     0
OBS:  57652.45928     g     MD      1268.895        119.854    19.741     0.102  4.27     0
OBS:  57599.48971     r     MD     19975.102        331.356    16.749     0.018  6.29     0
OBS:  57603.44926     r     MD     18653.831        301.416    16.823     0.018  3.62     0
OBS:  57607.61572     r     MD     15229.180        255.798    17.043     0.018  3.56     0
OBS:  57613.37984     r     MD     10773.357        210.347    17.419     0.021  3.70     0
OBS:  57630.54606     r     MD      7525.384        174.665    17.809     0.025  5.53     0
OBS:  57652.45969     r     MD      3261.214        116.635    18.717     0.039  4.04     0
OBS:  57622.39736     r     MD     10610.638        184.611    17.436     0.019  4.37     0
OBS:  57599.49008     i     MD     11126.380        238.010    17.384     0.023  6.60     0
OBS:  57603.44962     i     MD     10207.122        192.105    17.478     0.020  3.48     0
OBS:  57607.61607     i     MD      7860.699        162.944    17.761     0.022  3.31     0
OBS:  57613.38019     i     MD      5361.501        136.375    18.177     0.028  3.40     0
OBS:  57630.54641     i     MD      7000.639        176.731    17.887     0.027  5.17     0
OBS:  57652.46005     i     MD      2448.559        104.876    19.028     0.046  3.53     0
OBS:  57607.61643     z     MD      8096.806        205.056    17.729     0.027  3.29     0
OBS:  57613.38055     z     MD      6918.417        194.558    17.900     0.030  2.89     0
OBS:  57630.54677     z     MD      7220.680        240.582    17.854     0.036  5.14     0
OBS:  57652.46045     z     MD      1863.854        135.859    19.324     0.079  3.39     0
END:
