SURVEY: FOUNDATION
SNTYPE: 1
SNID: SN2017cii
RA: 248.3328284
DECL: 23.7312735
MWEBV: 0.0580 +- 0.0029
FILTERS: griz
REDSHIFT_HELIO: 0.0332378 +- 0.0000074
REDSHIFT_FINAL: 0.0333662 +- 0.0000074
SEARCH_PEAKMJD: 57841.53187
HOSTGAL_LOGMASS: 9.705 +- 0.002
VPEC: -179.886
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 28
NVAR: 9
VARLIST:      MJD   FLT       FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57841.53187     g     19448.321        333.668    16.778     0.019  2.59
OBS:  57848.54134     g     14625.290        250.623    17.087     0.019  1.73
OBS:  57855.53166     g      7662.916        237.692    17.789     0.034  1.97
OBS:  57863.47921     g      4027.861        125.358    18.487     0.034  2.52
OBS:  57871.56348     g      2610.536        114.437    18.958     0.047  1.95
OBS:  57880.46075     g      1650.588        104.341    19.456     0.068  1.49
OBS:  57841.53228     r     18563.390        307.704    16.828     0.018  2.61
OBS:  57848.54172     r     12848.079        217.078    17.228     0.018  1.35
OBS:  57855.53205     r     10612.464        234.710    17.435     0.024  1.88
OBS:  57863.47960     r      8550.335        165.142    17.670     0.021  1.91
OBS:  57871.56386     r      5844.224        131.162    18.083     0.024  1.63
OBS:  57880.46114     r      4083.098        114.780    18.473     0.030  1.52
OBS:  57841.53266     i     10644.309        213.855    17.432     0.022  2.49
OBS:  57848.54209     i      6500.588        135.960    17.968     0.023  1.51
OBS:  57855.53242     i      5714.944        167.986    18.107     0.032  1.85
OBS:  57863.47996     i      6742.025        149.847    17.928     0.024  1.78
OBS:  57871.56424     i      5589.859        139.052    18.131     0.027  1.67
OBS:  57880.46151     i      3621.556        114.222    18.603     0.034  1.62
OBS:  57890.51148     i      2267.276         67.928    19.111     0.032  2.14
OBS:  57890.52411     i      2135.517         68.558    19.176     0.035  2.27
OBS:  57890.53683     i      2231.846         63.337    19.128     0.031  1.97
OBS:  57890.54974     i      2146.037         70.148    19.171     0.035  2.31
OBS:  57841.53304     z     10836.073        260.928    17.413     0.026  2.31
OBS:  57848.54245     z      7211.607        193.160    17.855     0.029  1.66
OBS:  57855.53278     z      6741.973        214.771    17.928     0.034  1.72
OBS:  57863.48033     z      6596.987        184.382    17.952     0.030  1.66
OBS:  57871.56461     z      6011.944        191.831    18.052     0.034  1.56
OBS:  57880.46188     z      3360.857        144.087    18.684     0.046  1.37
END:
