SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: PS15cze
RA: 56.8476246
DECL: 0.8772296
MWEBV: 0.1848
FILTERS: griz
REDSHIFT_HELIO: 0.0393708 +- 2.05467e-05
REDSHIFT_FINAL: 0.0389253726876 +- 2.05467e-05
SEARCH_PEAKMJD: 57364.35195
HOSTGAL_LOGMASS: 10.624 +- 0.013
VPEC: 557.215
VPEC_ERR: 250.000
NOBS: 36
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57360.35040     g     MD      3688.014        118.907    18.583     0.035  4.07     0
OBS:  57364.35156     g     MD      4652.696        131.674    18.331     0.031  4.39     0
OBS:  57369.40871     g     MD      3751.842        126.185    18.564     0.036  5.29     0
OBS:  57382.31848     g     MD      1565.290        304.987    19.514     0.210  8.46     0
OBS:  57384.25613     g     MD       959.624         84.076    20.045     0.095  4.66     0
OBS:  57394.22741     g     MD       464.111         83.720    20.833     0.195  4.67     0
OBS:  57409.29397     g     MD       684.443        176.699    20.412     0.279  5.22     0
OBS:  57360.35081     r     MD      4273.962        124.243    18.423     0.031  3.84     0
OBS:  57364.35195     r     MD      5468.783        127.988    18.155     0.025  3.73     0
OBS:  57369.40911     r     MD      4595.798        124.314    18.344     0.029  4.77     0
OBS:  57382.31888     r     MD      3378.858        239.810    18.678     0.077  8.26     0
OBS:  57384.25653     r     MD      2680.392         97.868    18.930     0.039  4.17     0
OBS:  57394.22781     r     MD      1433.256         89.429    19.609     0.067  4.26     0
OBS:  57409.29437     r     MD       775.498        122.257    20.276     0.170  4.53     0
OBS:  57357.41401     r     MD      3373.465         69.097    18.680     0.022  3.68     0
OBS:  57357.42547     r     MD      3428.544         71.081    18.662     0.022  3.69     0
OBS:  57357.43653     r     MD      3470.887         71.293    18.649     0.022  3.77     0
OBS:  57357.44765     r     MD      3511.481         74.222    18.636     0.023  4.28     0
OBS:  57360.35117     i     MD      4182.611        130.190    18.446     0.034  3.70     0
OBS:  57364.35232     i     MD      4516.627        135.670    18.363     0.032  3.54     0
OBS:  57369.40948     i     MD      3836.520        115.597    18.540     0.033  3.45     0
OBS:  57382.31924     i     MD      3023.781        212.910    18.799     0.076  7.56     0
OBS:  57384.25688     i     MD      3006.948        115.446    18.805     0.041  4.32     0
OBS:  57394.22817     i     MD      1929.221        110.336    19.287     0.062  4.49     0
OBS:  57409.29473     i     MD       769.102        117.009    20.285     0.164  3.99     0
OBS:  57329.42496     i     MD        62.953         42.147    23.002     0.723  3.44     0
OBS:  57329.43674     i     MD        -9.372         36.742       nan     4.234  3.06     0
OBS:  57329.44855     i     MD        41.073         38.410    23.466     1.010  3.14     0
OBS:  57329.46042     i     MD       -51.896         35.817       nan     0.745  2.96     0
OBS:  57360.35153     z     MD      3605.722        153.560    18.608     0.046  3.30     0
OBS:  57364.35268     z     MD      4180.577        182.504    18.447     0.047  3.46     0
OBS:  57369.40984     z     MD      3530.905        154.133    18.630     0.047  3.46     0
OBS:  57382.31961     z     MD      3254.681        276.546    18.719     0.092  7.42     0
OBS:  57384.25724     z     MD      3587.017        154.103    18.613     0.046  3.93     0
OBS:  57394.22853     z     MD      2458.583        174.272    19.023     0.077  4.49     0
OBS:  57409.29510     z     MD      1235.895        156.985    19.770     0.137  3.95     0
END:
