SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: ASASSN-17eb
RA: 234.6417620
DECL: 13.3477795
MWEBV: 0.0355
FILTERS: griz
REDSHIFT_HELIO: 0.0492393 +- 1.23017e-05
REDSHIFT_FINAL: 0.0496783459239 +- 1.23017e-05
SEARCH_PEAKMJD: 57839.59296
HOSTGAL_LOGMASS: 11.026 +- 0.000
VPEC: 354.238
VPEC_ERR: 250.000
NOBS: 23
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57839.59257     g     MD      7461.164        160.859    17.818     0.023  5.43     0
OBS:  57844.58808     g     MD      5563.698        146.537    18.137     0.028  6.82     0
OBS:  57862.55125     g     MD      1041.939         80.087    19.955     0.083  4.37     0
OBS:  57871.56106     g     MD       666.044         69.591    20.441     0.113  4.39     0
OBS:  57839.59296     r     MD      8019.937        155.716    17.740     0.021  5.38     0
OBS:  57844.58847     r     MD      6734.774        149.105    17.929     0.024  6.56     0
OBS:  57862.55165     r     MD      3024.208         92.139    18.798     0.033  3.74     0
OBS:  57871.56145     r     MD      1592.775         70.438    19.495     0.048  4.14     0
OBS:  57891.31387     r     MD       967.253        103.933    20.036     0.116  4.91     0
OBS:  57839.59334     i     MD      4850.687        123.183    18.285     0.027  4.80     0
OBS:  57844.58883     i     MD      3732.320        120.752    18.570     0.035  5.67     0
OBS:  57862.55201     i     MD      3367.045         98.567    18.682     0.032  3.45     0
OBS:  57871.56181     i     MD      1908.716         87.279    19.298     0.049  3.47     0
OBS:  57891.31422     i     MD       852.931        126.019    20.173     0.160  4.72     0
OBS:  57890.45796     i     MD       734.177         47.205    20.335     0.069  4.18     0
OBS:  57890.46942     i     MD       901.142         40.956    20.113     0.049  3.48     0
OBS:  57890.48082     i     MD       910.510         43.926    20.102     0.052  3.52     0
OBS:  57890.49216     i     MD       847.705         41.433    20.179     0.053  3.35     0
OBS:  57839.59371     z     MD      4227.801        146.380    18.435     0.037  4.52     0
OBS:  57844.58920     z     MD      3294.532        182.199    18.706     0.060  6.79     0
OBS:  57862.55237     z     MD      3107.570        129.113    18.769     0.045  3.08     0
OBS:  57871.56218     z     MD      1626.420        121.458    19.472     0.081  3.03     0
OBS:  57891.31458     z     MD       260.460        202.173    21.461     0.838  4.51     0
END:
