SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-15il
RA: 239.2840590
DECL: -12.6733113
MWEBV: 0.1496 +- 0.0075
FILTERS: griz
REDSHIFT_HELIO: 0.0233160 +- 0.0001500
REDSHIFT_FINAL: 0.0237335 +- 0.0001500
SEARCH_PEAKMJD: 57160.42262
HOSTGAL_LOGMASS: 10.134 +- 0.002
VPEC: -247.019
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 34
NVAR: 9
VARLIST:      MJD   FLT       FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57155.43077     g     35401.248        558.154    16.127     0.017  2.30
OBS:  57160.42262     g     43474.865        672.324    15.904     0.017  2.18
OBS:  57166.40777     g     38712.924        589.750    16.030     0.017  1.94
OBS:  57171.41692     g     31739.598        521.294    16.246     0.018  1.56
OBS:  57177.37864     g     21787.524        410.017    16.654     0.020  1.77
OBS:  57183.36279     g     12907.836        286.109    17.223     0.024  3.11
OBS:  57192.32827     g      6869.401        229.033    17.908     0.036  1.91
OBS:  57155.43118     r     33456.550        516.118    16.189     0.017  1.96
OBS:  57160.42304     r     41941.308        639.525    15.943     0.017  1.89
OBS:  57166.40819     r     36100.943        551.573    16.106     0.017  1.85
OBS:  57171.41735     r     32582.470        507.832    16.218     0.017  1.44
OBS:  57177.37906     r     24048.037        408.431    16.547     0.018  1.78
OBS:  57183.36322     r     22187.483        398.979    16.635     0.019  3.41
OBS:  57192.32869     r     17465.935        322.865    16.895     0.020  1.76
OBS:  57196.38645     r     14665.577        226.002    17.084     0.017  1.86
OBS:  57196.39875     r     15044.951        230.689    17.057     0.017  1.70
OBS:  57155.43154     i     27016.302        448.424    16.421     0.018  1.87
OBS:  57166.40856     i     22171.642        370.310    16.636     0.018  1.49
OBS:  57171.41772     i     17434.931        314.028    16.896     0.020  1.31
OBS:  57177.37943     i     13459.831        267.976    17.177     0.022  1.45
OBS:  57183.36358     i     13962.509        319.237    17.138     0.025  3.00
OBS:  57192.32906     i     15589.462        319.290    17.018     0.022  1.68
OBS:  57197.37858     i     12801.080        214.546    17.232     0.018  2.20
OBS:  57197.38965     i     13432.867        243.755    17.180     0.020  3.19
OBS:  57197.40732     i     13023.952        218.770    17.213     0.018  2.17
OBS:  57197.41830     i     12753.402        210.301    17.236     0.018  1.89
OBS:  57155.43191     z     23306.154        432.492    16.581     0.020  1.69
OBS:  57160.42380     z     26757.681        488.019    16.431     0.020  1.66
OBS:  57166.40893     z     23971.092        451.216    16.551     0.020  1.49
OBS:  57171.41809     z     17773.411        356.800    16.876     0.022  1.27
OBS:  57177.37981     z     17551.255        368.826    16.889     0.023  1.45
OBS:  57192.32944     z     16582.309        375.600    16.951     0.025  1.66
OBS:  57128.62476     z       770.626        348.846    20.283     0.489  2.29
OBS:  57128.63289     z      -201.878        232.428       nan     1.243  2.16
END:
