SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: SN2016glp
RA: 354.0583171
DECL: 23.6959698
MWEBV: 0.0456
FILTERS: griz
REDSHIFT_HELIO: 0.08493 +- 0.00012
REDSHIFT_FINAL: 0.0837518261413 +- 0.00012
SEARCH_PEAKMJD: 57661.47095
HOSTGAL_LOGMASS: 10.905 +- 0.014
VPEC: -29.646
VPEC_ERR: 250.000
NOBS: 40
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57661.47056     g     MD      2064.930        139.926    19.213     0.073  6.00     0
OBS:  57668.30391     g     MD      1693.163         89.327    19.428     0.057  3.95     0
OBS:  57677.40708     g     MD       311.397        202.390    21.267     0.702  4.31     0
OBS:  57686.39684     g     MD       457.280         79.686    20.850     0.188  4.60     0
OBS:  57696.21370     g     MD       236.316         98.554    21.566     0.450  5.68     0
OBS:  57705.42823     g     MD       649.059        250.774    20.469     0.417  5.07     0
OBS:  57661.47095     r     MD      2756.308        133.021    18.899     0.052  5.65     0
OBS:  57668.30431     r     MD      2222.541         92.862    19.133     0.045  3.78     0
OBS:  57677.40747     r     MD      1317.387        143.076    19.701     0.117  4.00     0
OBS:  57686.39723     r     MD      1034.331         75.227    19.963     0.079  3.97     0
OBS:  57696.21409     r     MD       473.068         94.909    20.813     0.217  5.53     0
OBS:  57705.42864     r     MD       458.341        163.715    20.847     0.386  4.40     0
OBS:  57652.46914     r     MD      2115.119         63.606    19.187     0.033  4.44     0
OBS:  57652.48204     r     MD      2027.552         63.994    19.233     0.034  4.83     0
OBS:  57652.49492     r     MD      2105.951         64.584    19.191     0.033  4.64     0
OBS:  57652.50792     r     MD      2118.945         70.294    19.185     0.036  5.16     0
OBS:  57661.47131     i     MD      2330.420        129.109    19.081     0.060  4.63     0
OBS:  57668.30467     i     MD      1376.970         95.062    19.653     0.075  3.56     0
OBS:  57677.40783     i     MD      1037.153        129.487    19.960     0.135  3.89     0
OBS:  57686.39759     i     MD      1422.367         87.104    19.617     0.066  3.82     0
OBS:  57696.21446     i     MD      1050.573        106.499    19.946     0.109  4.91     0
OBS:  57705.42898     i     MD       663.655        146.730    20.445     0.239  4.24     0
OBS:  57650.50180     i     MD      1605.775         63.196    19.486     0.043  3.92     0
OBS:  57650.51389     i     MD      1691.065         63.871    19.430     0.041  3.69     0
OBS:  57650.52598     i     MD      1710.056         72.603    19.417     0.046  3.93     0
OBS:  57650.53809     i     MD      1659.421         66.701    19.450     0.043  3.86     0
OBS:  57668.26559     i     MD      1394.211         60.825    19.639     0.047  3.84     0
OBS:  57668.27679     i     MD      1452.273         51.966    19.595     0.039  3.28     0
OBS:  57668.28804     i     MD      1441.419         54.174    19.603     0.041  3.50     0
OBS:  57668.29924     i     MD      1467.864         56.240    19.583     0.041  3.53     0
OBS:  57678.42563     i     MD       952.502         87.704    20.053     0.099  4.87     0
OBS:  57678.43725     i     MD       792.246         78.580    20.253     0.107  4.35     0
OBS:  57678.44900     i     MD       885.629         81.140    20.132     0.099  4.54     0
OBS:  57678.46059     i     MD       908.317         77.894    20.104     0.093  4.39     0
OBS:  57661.47167     z     MD       917.827        173.109    20.093     0.204  4.41     0
OBS:  57668.30504     z     MD       645.590        138.029    20.475     0.231  3.39     0
OBS:  57677.40820     z     MD       392.384        149.241    21.016     0.411  3.41     0
OBS:  57686.39795     z     MD       977.402        119.828    20.025     0.132  3.80     0
OBS:  57696.21482     z     MD       291.964        151.365    21.337     0.560  4.47     0
OBS:  57705.42934     z     MD       404.050        166.602    20.984     0.445  3.84     0
END:
