SURVEY: FOUNDATION
SNTYPE: 1
SNID: SN2016hhv
RA: 353.9520496
DECL: 20.7088099
MWEBV: 0.0511 +- 0.0026
FILTERS: griz
REDSHIFT_HELIO: 0.0619400 +- 0.0001400
REDSHIFT_FINAL: 0.0607448 +- 0.0001400
SEARCH_PEAKMJD: 57696.21158
HOSTGAL_LOGMASS: 11.496 +- 0.002
VPEC: 127.161
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 26
NVAR: 9
VARLIST:      MJD   FLT       FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57696.21158     g      5888.859        149.585    18.075     0.027  2.02
OBS:  57705.42628     g      2983.732        255.196    18.813     0.092  2.20
OBS:  57713.20565     g      1445.882         74.249    19.600     0.055  1.63
OBS:  57737.25913     g       240.649         99.613    21.547     0.447  1.48
OBS:  57696.21197     r      5531.917        137.085    18.143     0.027  2.17
OBS:  57705.42671     r      3164.675        194.334    18.749     0.066  2.21
OBS:  57713.20604     r      2524.036         80.967    18.995     0.035  1.50
OBS:  57737.25953     r       889.237         81.099    20.127     0.099  1.41
OBS:  57696.21234     i      3365.380        117.295    18.682     0.038  1.90
OBS:  57705.42706     i      1773.203        143.634    19.378     0.087  1.72
OBS:  57713.20640     i      1698.562         78.492    19.425     0.050  1.52
OBS:  57737.25988     i       761.855         75.061    20.295     0.106  1.32
OBS:  57650.52533     i        64.915         91.267    22.969     1.518  1.33
OBS:  57650.53745     i        49.487         51.577    23.264     1.126  1.34
OBS:  57668.26236     i        17.680         48.368    24.381     2.955  1.58
OBS:  57668.27357     i         0.566         37.147    28.118    70.881  1.45
OBS:  57668.28479     i       -34.715         39.926       nan     1.242  1.62
OBS:  57668.29602     i       -39.591         42.556       nan     1.161  1.76
OBS:  57678.42434     i      -146.620         63.829       nan     0.470  1.72
OBS:  57678.43596     i       165.926         52.361    21.950     0.341  1.38
OBS:  57678.44770     i        -0.698         55.183       nan    85.383  1.47
OBS:  57678.45931     i       -15.649         52.330       nan     3.612  1.40
OBS:  57696.21269     z      2647.691        163.124    18.943     0.067  1.79
OBS:  57705.42741     z      1789.255        203.835    19.368     0.123  1.83
OBS:  57713.20677     z      1470.580        128.345    19.581     0.094  1.44
OBS:  57737.26024     z       579.784         95.066    20.592     0.177  1.23
END:
