SURVEY: FOUNDATION
SNTYPE: 1
SNID: PS15aii
RA: 191.1897533
DECL: 9.7596732
MWEBV: 0.0224 +- 0.0011
FILTERS: griz
REDSHIFT_HELIO: 0.0465490 +- 0.0000093
REDSHIFT_FINAL: 0.0476356 +- 0.0000093
SEARCH_PEAKMJD: 57156.31604
HOSTGAL_LOGMASS: 10.875 +- 0.012
VPEC: -15.999
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 35
NVAR: 9
VARLIST:      MJD   FLT       FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57151.41426     g      7838.491        255.290    17.764     0.035  2.51
OBS:  57156.31604     g     11330.514        202.804    17.364     0.019  2.31
OBS:  57163.25692     g     10496.525        208.120    17.447     0.021  2.24
OBS:  57167.26163     g      8916.011        203.400    17.625     0.025  2.38
OBS:  57176.26338     g      4231.560        161.414    18.434     0.041  1.93
OBS:  57184.26613     g      2353.089         92.317    19.071     0.042  2.50
OBS:  57192.26870     g      1268.995         72.745    19.741     0.062  1.44
OBS:  57151.41473     r      7496.940        193.301    17.813     0.028  2.32
OBS:  57156.31650     r      9902.895        175.071    17.511     0.019  2.00
OBS:  57163.25731     r      9790.797        188.620    17.523     0.021  1.89
OBS:  57167.26203     r      8849.735        181.954    17.633     0.022  2.10
OBS:  57176.26377     r      5802.250        151.841    18.091     0.028  1.71
OBS:  57184.26659     r      4820.469        111.921    18.292     0.025  2.33
OBS:  57192.26910     r      3439.914         92.774    18.659     0.029  1.25
OBS:  57151.41516     i      6391.330        178.807    17.986     0.030  2.07
OBS:  57156.31694     i      6642.578        135.054    17.944     0.022  1.70
OBS:  57163.25770     i      5419.775        136.523    18.165     0.027  1.82
OBS:  57167.26241     i      4932.822        137.224    18.267     0.030  1.94
OBS:  57176.26416     i      3103.743        122.339    18.770     0.043  1.67
OBS:  57184.26703     i      3269.963         99.680    18.714     0.033  1.92
OBS:  57192.26948     i      3356.580         97.496    18.685     0.031  1.20
OBS:  57147.26465     i      2403.873         86.013    19.048     0.039  1.75
OBS:  57147.27584     i      2213.070         82.972    19.138     0.041  1.81
OBS:  57147.28703     i      2224.565         96.980    19.132     0.047  2.02
OBS:  57147.33613     i      2235.007        116.992    19.127     0.057  2.98
OBS:  57148.26301     i      3102.014         77.898    18.771     0.027  1.81
OBS:  57148.27420     i      2970.928         76.944    18.818     0.028  1.77
OBS:  57148.28540     i      3158.299         84.401    18.751     0.029  1.83
OBS:  57148.29669     i      2993.052         77.772    18.810     0.028  1.67
OBS:  57156.31737     z      6261.880        169.046    18.008     0.029  1.80
OBS:  57163.25809     z      5128.149        171.350    18.225     0.036  1.64
OBS:  57167.26279     z      4374.978        181.841    18.398     0.045  1.88
OBS:  57176.26454     z      3070.123        151.852    18.782     0.053  1.66
OBS:  57184.26748     z      3690.164        146.027    18.582     0.043  2.02
OBS:  57192.26985     z      2751.969        133.159    18.901     0.052  1.16
END:
