SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: PS16aer
RA: 163.7424754
DECL: 14.2716397
MWEBV: 0.0201
FILTERS: griz
REDSHIFT_HELIO: 0.0554667 +- 1.25832e-05
REDSHIFT_FINAL: 0.0566159453846 +- 1.25832e-05
SEARCH_PEAKMJD: 57437.41048
HOSTGAL_LOGMASS: 11.030 +- 0.012
VPEC: 156.342
VPEC_ERR: 250.000
NOBS: 40
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57427.43336     g     MD      4539.369        131.559    18.358     0.031  4.55     0
OBS:  57432.53251     g     MD      6059.570        155.658    18.044     0.028  4.64     0
OBS:  57438.42545     g     MD      5735.287        174.814    18.104     0.033  3.33     0
OBS:  57445.55567     g     MD      3634.633        142.881    18.599     0.042  3.95     0
OBS:  57450.33919     g     MD      2478.057        114.507    19.015     0.050  6.35     0
OBS:  57458.39988     g     MD      1230.298        114.127    19.775     0.100  7.40     0
OBS:  57475.32167     g     MD       339.200         90.108    21.174     0.287  5.69     0
OBS:  57427.43375     r     MD      4564.178        118.932    18.352     0.028  4.17     0
OBS:  57432.53289     r     MD      5942.715        138.937    18.065     0.025  4.09     0
OBS:  57438.42584     r     MD      5879.260        151.364    18.077     0.028  3.61     0
OBS:  57445.55608     r     MD      4225.244        122.081    18.435     0.031  3.42     0
OBS:  57450.33959     r     MD      3444.626        118.172    18.657     0.037  4.99     0
OBS:  57458.40025     r     MD      2631.890        119.749    18.949     0.049  7.07     0
OBS:  57475.32206     r     MD      1328.780         87.925    19.691     0.071  5.25     0
OBS:  57437.42272     r     MD      6139.984        123.806    18.030     0.022  5.84     0
OBS:  57437.43556     r     MD      6019.432        123.616    18.051     0.022  6.02     0
OBS:  57444.49448     r     MD      4605.579        106.502    18.342     0.025  5.90     0
OBS:  57444.50627     r     MD      4657.371        126.848    18.330     0.029  7.75     0
OBS:  57444.50691     r     MD      4367.970        117.788    18.399     0.029  7.07     0
OBS:  57444.51796     r     MD      4767.352        115.122    18.304     0.026  5.87     0
OBS:  57444.52963     r     MD      4642.336        109.026    18.333     0.025  5.36     0
OBS:  57444.53029     r     MD      4395.489        108.645    18.392     0.027  5.73     0
OBS:  57444.51860     r     MD      4083.716        113.075    18.472     0.030  6.31     0
OBS:  57427.43411     i     MD      3722.770        115.729    18.573     0.034  3.52     0
OBS:  57432.53326     i     MD      3987.407        126.178    18.498     0.034  4.20     0
OBS:  57438.42620     i     MD      3851.693        121.103    18.536     0.034  3.18     0
OBS:  57445.55643     i     MD      2476.752        104.818    19.015     0.046  3.27     0
OBS:  57450.33995     i     MD      1954.502        118.934    19.272     0.066  5.66     0
OBS:  57458.40063     i     MD      2345.805        128.980    19.074     0.059  6.73     0
OBS:  57475.32241     i     MD      1050.071         94.520    19.947     0.097  4.73     0
OBS:  57500.35061     i     MD       444.839         61.001    20.879     0.148  3.85     0
OBS:  57500.36345     i     MD       449.109         63.874    20.869     0.154  3.76     0
OBS:  57500.37609     i     MD       535.285         72.079    20.679     0.145  3.56     0
OBS:  57500.38877     i     MD       462.884         72.203    20.836     0.168  3.64     0
OBS:  57432.53362     z     MD      3439.185        146.992    18.659     0.046  3.53     0
OBS:  57438.42657     z     MD      3347.596        147.094    18.688     0.047  3.31     0
OBS:  57445.55679     z     MD      2047.442        124.512    19.222     0.066  3.15     0
OBS:  57450.34031     z     MD      2245.550        208.725    19.122     0.100  6.17     0
OBS:  57458.40100     z     MD      2179.777        187.059    19.154     0.093  6.52     0
OBS:  57475.32278     z     MD      1280.886        151.510    19.731     0.128  4.59     0
END:
