SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: ASASSN-16jf
RA: 339.2466605
DECL: -25.2319663
MWEBV: 0.0204
FILTERS: griz
REDSHIFT_HELIO: 0.011441 +- 1.3e-05
REDSHIFT_FINAL: 0.0104076816675 +- 1.3e-05
SEARCH_PEAKMJD: 57626.45304
HOSTGAL_LOGMASS: 9.117 +- 0.013
VPEC: 208.527
VPEC_ERR: 250.000
NOBS: 24
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57626.45304     g     MD     99927.283       1432.413    15.001     0.016  5.90     0
OBS:  57638.42224     g     MD     76468.714       1101.603    15.291     0.016  5.03     0
OBS:  57650.42502     g     MD     21564.109        386.236    16.666     0.019  5.38     0
OBS:  57667.31231     g     MD      8704.713        188.433    17.651     0.023  5.22     0
OBS:  57678.32245     g     MD      7212.061        259.539    17.855     0.039  5.68     0
OBS:  57693.25122     g     MD      5412.856        138.508    18.166     0.028  5.39     0
OBS:  57626.45345     r     MD     96844.585       1379.778    15.035     0.015  6.92     0
OBS:  57638.42266     r     MD     83832.187       1192.565    15.191     0.015  4.50     0
OBS:  57650.42543     r     MD     46070.622        680.275    15.841     0.016  4.19     0
OBS:  57667.31273     r     MD     17329.951        289.713    16.903     0.018  5.24     0
OBS:  57678.32286     r     MD     11399.453        244.755    17.358     0.023  5.20     0
OBS:  57693.25163     r     MD      6999.698        150.775    17.887     0.023  5.08     0
OBS:  57626.45380     i     MD     73811.188       1063.915    15.330     0.016  5.03     0
OBS:  57638.42301     i     MD     46937.100        687.723    15.821     0.016  4.07     0
OBS:  57650.42578     i     MD     42209.470        631.908    15.936     0.016  3.99     0
OBS:  57667.31308     i     MD     15915.286        275.531    16.995     0.019  4.32     0
OBS:  57678.32321     i     MD     10242.790        250.301    17.474     0.026  5.44     0
OBS:  57693.25213     i     MD      6163.210        155.003    18.025     0.027  4.94     0
OBS:  57626.45415     z     MD     61111.431        922.444    15.535     0.016  5.45     0
OBS:  57638.42337     z     MD     54793.757        815.280    15.653     0.016  3.96     0
OBS:  57650.42614     z     MD     45726.727        707.583    15.850     0.017  4.27     0
OBS:  57667.31344     z     MD     15330.962        310.866    17.036     0.022  4.49     0
OBS:  57678.32355     z     MD      8511.241        271.008    17.675     0.034  4.77     0
OBS:  57693.25248     z     MD      3864.689        189.857    18.532     0.053  4.87     0
END:
