SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: ASASSN-15lg
RA: 198.8867207
DECL: 3.5006516
MWEBV: 0.0265
FILTERS: griz
REDSHIFT_HELIO: 0.0201506 +- 9.19189e-06
REDSHIFT_FINAL: 0.0211929994331 +- 9.19189e-06
SEARCH_PEAKMJD: 57202.27211
HOSTGAL_LOGMASS: 9.836 +- 0.013
VPEC: -298.271
VPEC_ERR: 250.000
NOBS: 23
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57202.27211     g     MD     44513.811        667.995    15.879     0.016  4.01     0
OBS:  57206.27347     g     MD     30993.209        501.243    16.272     0.018  4.92     0
OBS:  57212.26936     g     MD     19376.096        333.052    16.782     0.019  4.32     0
OBS:  57221.26894     g     MD      8069.499        234.131    17.733     0.031  9.45     0
OBS:  57230.26397     g     MD      5297.944        224.730    18.190     0.046  7.20     0
OBS:  57192.27423     r     MD     39427.860        593.728    16.010     0.016  3.13     0
OBS:  57202.27250     r     MD     43660.512        646.390    15.900     0.016  3.79     0
OBS:  57206.27383     r     MD     31316.842        487.586    16.261     0.017  4.51     0
OBS:  57212.26971     r     MD     24001.404        374.031    16.549     0.017  3.47     0
OBS:  57221.26936     r     MD     19137.665        355.629    16.795     0.020  8.54     0
OBS:  57230.26439     r     MD     10352.452        254.406    17.462     0.027  5.77     0
OBS:  57192.27461     i     MD     30173.118        472.330    16.301     0.017  3.14     0
OBS:  57202.27285     i     MD     24002.822        380.545    16.549     0.017  2.87     0
OBS:  57206.27423     i     MD     14031.808        256.120    17.132     0.020  3.97     0
OBS:  57212.27000     i     MD     13748.705        258.264    17.154     0.020  3.74     0
OBS:  57221.26970     i     MD     16697.023        345.303    16.943     0.022  7.67     0
OBS:  57230.26497     i     MD      8814.706        226.775    17.637     0.028  5.02     0
OBS:  57192.27500     z     MD     26852.754        455.795    16.428     0.018  2.86     0
OBS:  57202.27321     z     MD     22600.491        397.809    16.615     0.019  3.13     0
OBS:  57206.27459     z     MD     16493.847        313.337    16.957     0.021  3.51     0
OBS:  57212.27042     z     MD     17663.080        350.148    16.882     0.021  3.50     0
OBS:  57221.27005     z     MD     16764.466        427.898    16.939     0.028  8.71     0
OBS:  57230.26517     z     MD      9018.748        309.515    17.612     0.037  5.11     0
END:
