SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: ATLAS17axb
RA: 205.8469144
DECL: -19.9436511
MWEBV: 0.0941
FILTERS: griz
REDSHIFT_HELIO: 0.031652 +- 0.000102
REDSHIFT_FINAL: 0.0326145934675 +- 0.000102
SEARCH_PEAKMJD: 57793.61043
HOSTGAL_LOGMASS: 9.904 +- 0.002
VPEC: -377.871
VPEC_ERR: 250.000
NOBS: 24
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57793.61043     g     MD     20899.505        371.444    16.700     0.019  4.45     0
OBS:  57805.57219     g     MD     16566.247        303.683    16.952     0.020  7.00     0
OBS:  57816.57183     g     MD      6943.238        162.422    17.896     0.025  4.99     0
OBS:  57830.51457     g     MD      2536.351        141.938    18.989     0.060  5.35     0
OBS:  57837.50974     g     MD      1889.959        103.506    19.309     0.059  5.08     0
OBS:  57793.61085     r     MD     20339.378        341.660    16.729     0.018  4.24     0
OBS:  57805.57260     r     MD     16123.720        280.114    16.981     0.019  6.14     0
OBS:  57816.57224     r     MD     10347.477        190.158    17.463     0.020  4.40     0
OBS:  57830.51497     r     MD      6078.470        146.313    18.041     0.026  4.31     0
OBS:  57837.51015     r     MD      4266.207        117.313    18.425     0.030  4.89     0
OBS:  57793.61120     i     MD     13009.956        236.708    17.214     0.020  3.86     0
OBS:  57805.57296     i     MD      8302.555        176.726    17.702     0.023  4.60     0
OBS:  57816.57260     i     MD      6499.091        151.581    17.968     0.025  4.74     0
OBS:  57830.51532     i     MD      5694.994        145.913    18.111     0.028  4.17     0
OBS:  57837.51051     i     MD      4245.851        122.085    18.430     0.031  4.47     0
OBS:  57831.47575     i     MD      5176.569        105.523    18.215     0.022  5.29     0
OBS:  57831.48546     i     MD      5254.528        101.510    18.199     0.021  4.82     0
OBS:  57831.49516     i     MD      5246.784         99.561    18.200     0.021  4.58     0
OBS:  57831.50483     i     MD      5183.895         99.227    18.213     0.021  4.58     0
OBS:  57793.61156     z     MD     11667.333        250.971    17.333     0.023  4.03     0
OBS:  57805.57331     z     MD      8518.788        234.008    17.674     0.030  4.92     0
OBS:  57816.57295     z     MD      7446.218        197.483    17.820     0.029  4.30     0
OBS:  57830.51568     z     MD      6420.838        187.202    17.981     0.032  3.98     0
OBS:  57837.51087     z     MD      4438.595        164.831    18.382     0.040  4.60     0
END:
