SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: SN2017hn
RA: 196.9142153
DECL: 6.3376016
MWEBV: 0.0284
FILTERS: griz
REDSHIFT_HELIO: 0.0238503 +- 7.6013e-06
REDSHIFT_FINAL: 0.0249017389095 +- 7.6013e-06
SEARCH_PEAKMJD: 57766.64586
HOSTGAL_LOGMASS: 10.577 +- 0.001
VPEC: 48.768
VPEC_ERR: 250.000
NOBS: 20
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57766.64586     g     MD     42342.190        669.478    15.933     0.017  6.25     0
OBS:  57779.63543     g     MD     27870.193        440.438    16.387     0.017  5.39     0
OBS:  57788.61816     g     MD     14235.373        260.116    17.117     0.020  5.55     0
OBS:  57802.65169     g     MD      5279.761        160.244    18.193     0.033  5.25     0
OBS:  57823.58106     g     MD      3435.189        303.931    18.660     0.096  5.57     0
OBS:  57766.64624     r     MD     39662.371        606.945    16.004     0.017  5.59     0
OBS:  57779.63580     r     MD     27261.818        418.109    16.411     0.017  4.97     0
OBS:  57788.61855     r     MD     20230.342        321.744    16.735     0.017  4.54     0
OBS:  57802.65210     r     MD     12786.839        238.674    17.233     0.020  5.46     0
OBS:  57823.58147     r     MD      7031.572        231.079    17.882     0.036  5.33     0
OBS:  57766.64660     i     MD     23143.981        384.024    16.589     0.018  5.49     0
OBS:  57779.63617     i     MD     13656.351        240.592    17.162     0.019  4.86     0
OBS:  57788.61891     i     MD     11538.979        214.310    17.345     0.020  4.54     0
OBS:  57802.65246     i     MD     12272.366        238.322    17.278     0.021  4.60     0
OBS:  57823.58182     i     MD      4943.958        193.561    18.265     0.042  5.21     0
OBS:  57766.64697     z     MD     22100.692        416.524    16.639     0.020  4.81     0
OBS:  57779.63654     z     MD     14500.816        283.777    17.097     0.021  4.59     0
OBS:  57788.61928     z     MD     14388.350        277.879    17.105     0.021  4.14     0
OBS:  57802.65282     z     MD     11326.636        261.448    17.365     0.025  3.87     0
OBS:  57823.58217     z     MD      4046.171        487.714    18.482     0.130  4.75     0
END:
