SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-16br
RA: 236.3762308
DECL: -13.1528112
MWEBV: 0.1379 +- 0.0069
FILTERS: griz
REDSHIFT_HELIO: 0.0285200 +- 0.0001500
REDSHIFT_FINAL: 0.0289949 +- 0.0001500
SEARCH_PEAKMJD: 57443.65010
HOSTGAL_LOGMASS: 10.238 +- 0.002
VPEC: 301.230
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 33
NVAR: 9
VARLIST:      MJD   FLT       FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57431.65808     g     14708.061        264.583    17.081     0.019  1.81
OBS:  57436.65337     g     19846.038        343.926    16.756     0.019  2.89
OBS:  57443.64969     g     20044.987        388.485    16.745     0.021  2.38
OBS:  57451.58045     g     13625.126        251.778    17.164     0.020  1.81
OBS:  57457.53395     g      9013.227        191.474    17.613     0.023  2.02
OBS:  57463.62330     g      5591.333        159.391    18.131     0.031  2.32
OBS:  57479.51705     g      2250.268        106.348    19.119     0.051  1.63
OBS:  57431.65849     r     14343.207        248.009    17.108     0.019  1.65
OBS:  57436.65377     r     19989.175        327.724    16.748     0.018  2.37
OBS:  57443.65010     r     20929.488        356.331    16.698     0.018  2.05
OBS:  57451.58087     r     14555.492        250.779    17.092     0.019  1.58
OBS:  57457.53436     r     11944.668        215.868    17.307     0.020  1.80
OBS:  57463.62370     r     10629.123        203.636    17.434     0.021  2.24
OBS:  57479.51746     r      5732.247        129.931    18.104     0.025  1.55
OBS:  57479.52699     r      5320.066         92.403    18.185     0.019  1.69
OBS:  57479.53831     r      5473.875         95.621    18.154     0.019  1.66
OBS:  57479.54970     r      5343.741         95.855    18.180     0.019  1.72
OBS:  57479.56104     r      5352.595         96.211    18.179     0.019  1.81
OBS:  57431.65885     i     11921.763        218.414    17.309     0.020  1.62
OBS:  57436.65413     i     13661.368        250.894    17.161     0.020  2.37
OBS:  57443.65045     i     12860.618        243.915    17.227     0.021  1.70
OBS:  57451.58122     i      8097.526        168.931    17.729     0.023  1.63
OBS:  57457.53471     i      6656.711        151.989    17.942     0.025  1.77
OBS:  57463.62406     i      7767.363        174.607    17.774     0.024  2.10
OBS:  57479.51781     i      5089.537        121.995    18.233     0.026  1.53
OBS:  57436.65449     z     13712.174        298.800    17.157     0.024  2.35
OBS:  57443.65081     z     13235.576        293.744    17.196     0.024  2.04
OBS:  57451.58158     z      9204.329        221.786    17.590     0.026  1.56
OBS:  57457.53507     z      8540.922        212.654    17.671     0.027  1.73
OBS:  57463.62442     z      8618.615        225.570    17.661     0.028  1.83
OBS:  57479.51816     z      5637.045        166.773    18.122     0.032  1.37
OBS:  57440.64655     z     13809.729        255.396    17.150     0.020  2.38
OBS:  57440.65529     z     13949.653        264.925    17.139     0.021  2.86
END:
