SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: PS15bif
RA: 305.0739913
DECL: -23.7435290
MWEBV: 0.0609
FILTERS: griz
REDSHIFT_HELIO: 0.07937 +- 0.000265
REDSHIFT_FINAL: 0.0786079613126 +- 0.000265
SEARCH_PEAKMJD: 57231.42132
HOSTGAL_LOGMASS: 9.894 +- 0.003
VPEC: -89.637
VPEC_ERR: 250.000
NOBS: 30
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57227.42212     g     MD      3197.733        129.653    18.738     0.044  4.37     0
OBS:  57229.44388     g     MD      3465.743        143.272    18.651     0.045  5.14     0
OBS:  57231.42132     g     MD      3845.204        183.220    18.538     0.051  4.15     0
OBS:  57237.41756     g     MD      3266.105        162.951    18.715     0.054  3.97     0
OBS:  57243.37993     g     MD      2914.703        137.000    18.839     0.051  5.31     0
OBS:  57255.36135     g     MD       643.103        120.641    20.479     0.203  5.19     0
OBS:  57274.29228     g     MD       111.911         99.360    22.378     0.959  5.50     0
OBS:  57227.42254     r     MD      2875.569        106.130    18.853     0.040  4.07     0
OBS:  57229.44429     r     MD      3257.801        111.264    18.718     0.037  4.50     0
OBS:  57231.42177     r     MD      3535.107        147.341    18.629     0.045  3.97     0
OBS:  57237.41799     r     MD      3872.918        128.119    18.530     0.036  3.43     0
OBS:  57243.38034     r     MD      3176.142        130.783    18.745     0.044  5.82     0
OBS:  57255.36177     r     MD      1844.886        109.907    19.335     0.064  4.33     0
OBS:  57274.29269     r     MD       650.494         93.759    20.467     0.156  5.26     0
OBS:  57227.42290     i     MD      2483.059        104.944    19.013     0.046  3.89     0
OBS:  57229.44465     i     MD      2598.754        114.396    18.963     0.048  4.27     0
OBS:  57231.42208     i     MD      2460.890        122.145    19.022     0.054  3.35     0
OBS:  57237.41833     i     MD      2342.591        122.956    19.076     0.057  3.52     0
OBS:  57243.38073     i     MD      2117.928        122.548    19.185     0.063  4.96     0
OBS:  57255.36212     i     MD      1656.464        118.081    19.452     0.077  4.19     0
OBS:  57274.29304     i     MD      1143.181        114.464    19.855     0.108  4.59     0
OBS:  57230.42749     i     MD      2563.192         75.333    18.978     0.032  4.66     0
OBS:  57230.43780     i     MD      2566.591         73.561    18.977     0.031  4.49     0
OBS:  57230.45843     i     MD      2771.810         86.176    18.893     0.034  5.64     0
OBS:  57230.44812     i     MD      2622.678         74.030    18.953     0.031  4.53     0
OBS:  57231.42243     z     MD      2098.214        158.030    19.195     0.081  3.18     0
OBS:  57237.41868     z     MD      1428.262        141.392    19.613     0.107  3.16     0
OBS:  57243.38109     z     MD      1157.165        188.558    19.842     0.176  5.10     0
OBS:  57255.36246     z     MD      1071.630        160.773    19.925     0.162  3.83     0
OBS:  57274.29340     z     MD       587.341        149.796    20.578     0.275  3.70     0
END:
