SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: PS15asb
RA: 215.0846629
DECL: -9.3009081
MWEBV: 0.0456
FILTERS: griz
REDSHIFT_HELIO: 0.04863 +- 0.00033
REDSHIFT_FINAL: 0.0494793155074 +- 0.00033
SEARCH_PEAKMJD: 57195.27426
HOSTGAL_LOGMASS: 6.000 +- 0.100
VPEC: 277.052
VPEC_ERR: 250.000
NOBS: 30
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57195.27426     g     MD      8079.323        178.252    17.732     0.024  5.12     0
OBS:  57203.27091     g     MD      5355.136        213.604    18.178     0.043  4.87     0
OBS:  57207.27210     g     MD      4007.249        127.664    18.493     0.034  4.98     0
OBS:  57215.26866     g     MD      1420.326         83.616    19.619     0.064  4.10     0
OBS:  57222.26913     g     MD       761.468         72.810    20.296     0.103  4.94     0
OBS:  57233.26275     g     MD       893.883        185.690    20.122     0.224  4.33     0
OBS:  57195.27465     r     MD      8089.224        155.286    17.730     0.021  3.58     0
OBS:  57203.27132     r     MD      5974.526        173.632    18.059     0.031  4.32     0
OBS:  57207.27245     r     MD      5212.540        129.125    18.207     0.027  4.45     0
OBS:  57215.26906     r     MD      4022.074        105.741    18.489     0.028  3.64     0
OBS:  57222.26959     r     MD      2480.417         87.452    19.014     0.038  4.45     0
OBS:  57233.26310     r     MD      1552.211        137.034    19.523     0.095  4.09     0
OBS:  57195.27502     i     MD      4850.825        116.570    18.285     0.026  3.64     0
OBS:  57203.27168     i     MD      3144.217        152.798    18.756     0.053  5.29     0
OBS:  57203.37583     i     MD      3268.075        141.948    18.714     0.047  3.63     0
OBS:  57207.27274     i     MD      2672.982         98.479    18.933     0.040  4.25     0
OBS:  57215.26942     i     MD      3168.247        105.786    18.748     0.036  4.13     0
OBS:  57222.26990     i     MD      2638.080        100.118    18.947     0.041  3.75     0
OBS:  57233.26352     i     MD      1372.136        117.385    19.657     0.092  3.62     0
OBS:  57166.36042     i     MD        -2.890         35.478       nan    13.258  4.04     0
OBS:  57166.37342     i     MD        56.877         36.247    23.113     0.688  4.05     0
OBS:  57166.38637     i     MD        30.505         32.373    23.789     1.146  3.57     0
OBS:  57166.39940     i     MD        32.558         35.094    23.718     1.164  3.61     0
OBS:  57195.27538     z     MD      4423.842        147.164    18.386     0.036  3.42     0
OBS:  57203.27205     z     MD      3178.732        174.739    18.744     0.059  4.21     0
OBS:  57203.37618     z     MD      3112.062        182.873    18.767     0.063  3.39     0
OBS:  57207.27316     z     MD      3301.297        148.217    18.703     0.049  4.26     0
OBS:  57215.26977     z     MD      2721.866        141.066    18.913     0.056  3.62     0
OBS:  57222.27025     z     MD      2302.536        136.055    19.094     0.064  3.59     0
OBS:  57233.26387     z     MD       942.828        149.796    20.064     0.172  3.40     0
END:
