SURVEY: FOUNDATION
SNTYPE: 1
SNID: PS15bwh
RA: 352.6441350
DECL: -18.8914961
MWEBV: 0.0247 +- 0.0012
FILTERS: griz
REDSHIFT_HELIO: 0.0726710 +- 0.0004300
REDSHIFT_FINAL: 0.0715621 +- 0.0004300
SEARCH_PEAKMJD: 57276.44705
HOSTGAL_LOGMASS: 6.000 +- 0.100
VPEC: -9.418
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 28
NVAR: 9
VARLIST:      MJD   FLT       FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57276.44705     g      6930.839        161.699    17.898     0.025  2.05
OBS:  57284.49399     g      5884.692        198.391    18.076     0.036  3.41
OBS:  57288.42200     g      4831.060        159.097    18.290     0.036  1.89
OBS:  57298.35917     g      2328.027        121.350    19.083     0.056  2.44
OBS:  57307.30156     g      1253.132         91.951    19.755     0.079  2.27
OBS:  57315.30128     g      1013.947        143.908    19.985     0.153  2.89
OBS:  57276.44747     r      6182.142        138.747    18.022     0.024  1.92
OBS:  57284.49440     r      6011.655        167.409    18.053     0.030  2.76
OBS:  57288.42242     r      5114.318        137.617    18.228     0.029  1.71
OBS:  57298.35959     r      3501.392        118.886    18.639     0.037  2.25
OBS:  57307.30197     r      2414.030         87.321    19.043     0.039  1.68
OBS:  57315.30169     r      1796.255        114.046    19.364     0.069  2.28
OBS:  57271.44341     r      4535.975         81.090    18.358     0.019  1.55
OBS:  57271.45375     r      4468.039         80.185    18.375     0.019  1.49
OBS:  57271.46408     r      4459.648         79.929    18.377     0.019  1.53
OBS:  57271.47440     r      4415.334         78.252    18.388     0.019  1.41
OBS:  57276.44781     i      3747.040        117.277    18.566     0.034  1.80
OBS:  57284.49476     i      3068.582        154.916    18.783     0.055  2.76
OBS:  57288.42277     i      2873.938        103.488    18.854     0.039  1.38
OBS:  57298.35994     i      1686.957        114.818    19.432     0.074  2.18
OBS:  57307.30232     i      2027.353         91.596    19.233     0.049  1.70
OBS:  57315.30203     i      1606.012        132.337    19.486     0.089  2.34
OBS:  57276.44816     z      3371.463        152.492    18.680     0.049  1.58
OBS:  57284.49510     z      2535.069        207.001    18.990     0.088  2.54
OBS:  57288.42313     z      1548.893        117.270    19.525     0.082  1.41
OBS:  57298.36030     z      1183.347        149.735    19.817     0.137  1.79
OBS:  57307.30268     z      1296.270        143.641    19.718     0.120  1.68
OBS:  57315.30239     z      1601.264        202.870    19.489     0.137  2.26
END:
