SURVEY: FOUNDATION
PHOTOMETRY_VERSION: MFoley
SNTYPE: 1
SNID: ASASSN-17at
RA: 174.6403468
DECL: 25.3971276
MWEBV: 0.0237
FILTERS: griz
REDSHIFT_HELIO: 0.0253701 +- 8.68546e-06
REDSHIFT_FINAL: 0.0264070693799 +- 8.68546e-06
SEARCH_PEAKMJD: 57778.66089
HOSTGAL_LOGMASS: 10.283 +- 0.000
VPEC: 197.193
VPEC_ERR: 250.000
NOBS: 27
NVAR: 9
VARLIST:      MJD   FLT  FIELD       FLUXCAL     FLUXCALERR       MAG    MAGERR  FWHM  FLAG
OBS:  57776.65805     g     MD     26194.508        426.010    16.454     0.018  7.11     0
OBS:  57778.66089     g     MD     27520.849        440.369    16.401     0.017  6.14     0
OBS:  57783.52378     g     MD     21845.441        365.785    16.652     0.018  5.73     0
OBS:  57789.64455     g     MD     13938.817        256.392    17.139     0.020  5.90     0
OBS:  57800.47071     g     MD      4449.850        154.966    18.379     0.038  4.61     0
OBS:  57776.65845     r     MD     25875.913        409.862    16.468     0.017  6.66     0
OBS:  57778.66129     r     MD     26946.178        422.876    16.424     0.017  5.75     0
OBS:  57783.52416     r     MD     21217.946        350.958    16.683     0.018  4.92     0
OBS:  57789.64494     r     MD     14950.079        255.415    17.063     0.019  5.52     0
OBS:  57800.47110     r     MD     11083.073        212.709    17.388     0.021  4.85     0
OBS:  57776.65881     i     MD     15546.438        283.803    17.021     0.020  5.98     0
OBS:  57778.66164     i     MD     15489.735        278.074    17.025     0.019  5.21     0
OBS:  57783.52453     i     MD     12698.172        241.029    17.241     0.021  4.87     0
OBS:  57789.64530     i     MD      8554.338        183.086    17.670     0.023  5.20     0
OBS:  57800.47146     i     MD     10402.083        210.369    17.457     0.022  4.09     0
OBS:  57801.57298     i     MD      9958.513        159.437    17.505     0.017  3.38     0
OBS:  57801.58456     i     MD      9847.781        156.628    17.517     0.017  3.30     0
OBS:  57801.59623     i     MD      9897.403        158.335    17.511     0.017  3.19     0
OBS:  57801.60784     i     MD      9956.262        161.077    17.505     0.018  3.74     0
OBS:  57818.39628     i     MD      3287.245         78.890    18.708     0.026  4.33     0
OBS:  57818.40772     i     MD      3207.330         75.329    18.735     0.025  4.13     0
OBS:  57818.41920     i     MD      3155.873         77.133    18.752     0.026  4.21     0
OBS:  57818.43017     i     MD      3615.909         84.166    18.604     0.025  4.34     0
OBS:  57776.65917     z     MD     14422.112        303.547    17.102     0.023  5.23     0
OBS:  57783.52490     z     MD     10430.127        240.173    17.454     0.025  4.19     0
OBS:  57789.64566     z     MD      9403.669        221.905    17.567     0.026  4.59     0
OBS:  57800.47182     z     MD      9593.439        248.962    17.545     0.028  4.78     0
END:
